Id;Label;Name;Size
love;love;love;3144
time;time;time;2337
way;way;way;1937
never;never;never;1807
day;day;day;1807
baby;baby;baby;1802
want;want;want;1758
feel;feel;feel;1713
good;good;good;1677
think;think;think;1618
right;right;right;1581
thing;thing;thing;1572
night;night;night;1563
give;give;give;1559
need;need;need;1509
could;could;could;1507
look;look;look;1505
life;life;life;1484
find;find;find;1477
back;back;back;1475
man;man;man;1418
away;away;away;1407
keep;keep;keep;1325
heart;heart;heart;1295
girl;girl;girl;1282
leave;leave;leave;1280
long;long;long;1238
try;try;try;1216
around;around;around;1195
mind;mind;mind;1184
would;would;would;1152
little;little;little;1134
eye;eye;eye;1131
every;every;every;1121
world;world;world;1104
hear;hear;hear;1091
hold;hold;hold;1089
hand;hand;hand;1076
home;home;home;1049
turn;turn;turn;1040
still;still;still;1021
live;live;live;1007
call;call;call;991
ever;ever;ever;977
much;much;much;956
wo;wo;wo;947
really;really;really;930
people;people;people;928
always;always;always;917
lose;lose;lose;913
play;play;play;907
run;run;run;899
walk;walk;walk;898
song;song;song;896
seem;seem;seem;893
dream;dream;dream;893
put;put;put;892
old;old;old;882
light;light;light;875
friend;friend;friend;866
hey;hey;hey;864
us;us;us;859
yes;yes;yes;845
stay;stay;stay;845
show;show;show;839
face;face;face;833
new;new;new;826
head;head;head;814
talk;talk;talk;807
stand;stand;stand;804
place;place;place;796
cry;cry;cry;794
start;start;start;787
another;another;another;780
even;even;even;776
use;use;use;771
hard;hard;hard;771
nothing;nothing;nothing;770
something;something;something;769
wait;wait;wait;761
sweet;sweet;sweet;761
believe;believe;believe;761
stop;stop;stop;744
break;break;break;742
last;last;last;739
name;name;name;738
together;together;together;734
bad;bad;bad;733
alone;alone;alone;733
high;high;high;730
mean;mean;mean;728
sing;sing;sing;727
change;change;change;726
woman;woman;woman;724
mine;mine;mine;723
two;two;two;720
word;word;word;701
please;please;please;694
end;end;end;694
true;true;true;691
everything;everything;everything;691
move;move;move;684
cause;cause;cause;683
bring;bring;bring;683
help;help;help;671
without;without;without;667
fall;fall;fall;662
care;care;care;662
boy;boy;boy;662
die;die;die;659
wrong;wrong;wrong;657
real;real;real;646
sure;sure;sure;643
ta;ta;ta;639
free;free;free;637
inside;inside;inside;634
work;work;work;633
smile;smile;smile;628
big;big;big;626
must;must;must;625
sun;sun;sun;621
best;best;best;619
blue;blue;blue;617
lie;lie;lie;610
ask;ask;ask;610
close;close;close;608
first;first;first;605
door;door;door;605
year;year;year;604
soul;soul;soul;598
tear;tear;tear;595
morning;morning;morning;593
miss;miss;miss;591
side;side;side;587
child;child;child;587
remember;remember;remember;586
listen;listen;listen;582
meet;meet;meet;572
dance;dance;dance;571
understand;understand;understand;569
touch;touch;touch;566
lord;lord;lord;566
star;star;star;562
enough;enough;enough;562
street;street;street;558
whole;whole;whole;557
kind;kind;kind;557
music;music;music;556
many;many;many;554
sound;sound;sound;552
someone;someone;someone;550
kiss;kiss;kiss;549
god;god;god;549
grow;grow;grow;547
everybody;everybody;everybody;546
young;young;young;545
far;far;far;540
feeling;feeling;feeling;539
strong;strong;strong;534
sky;sky;sky;533
watch;watch;watch;526
may;may;may;524
sit;sit;sit;523
hope;hope;hope;523
fly;fly;fly;523
part;part;part;521
money;money;money;520
fire;fire;fire;520
else;else;else;514
ah;ah;ah;514
though;though;though;511
open;open;open;507
roll;roll;roll;505
rain;rain;rain;505
arm;arm;arm;502
line;line;line;498
fine;fine;fine;496
foot;foot;foot;493
behind;behind;behind;493
lot;lot;lot;491
along;along;along;487
fool;fool;fool;486
since;since;since;485
town;town;town;484
lady;lady;lady;482
happy;happy;happy;481
game;game;game;481
forget;forget;forget;481
set;set;set;480
rock;rock;rock;474
today;today;today;473
wish;wish;wish;471
cold;cold;cold;469
lonely;lonely;lonely;465
lay;lay;lay;463
maybe;maybe;maybe;462
wonder;wonder;wonder;458
sleep;sleep;sleep;458
saw;saw;saw;458
hurt;hurt;hurt;458
begin;begin;begin;453
pretty;pretty;pretty;452
body;body;body;451
chance;chance;chance;449
pay;pay;pay;446
next;next;next;444
road;road;road;443
pain;pain;pain;441
deep;deep;deep;439
catch;catch;catch;438
late;late;late;437
tonight;tonight;tonight;436
blow;blow;blow;436
hit;hit;hit;433
brother;brother;brother;432
black;black;black;432
beat;beat;beat;431
easy;easy;easy;430
sometimes;sometimes;sometimes;428
room;room;room;428
city;city;city;428
write;write;write;426
matter;matter;matter;426
soon;soon;soon;425
ya;ya;ya;419
guess;guess;guess;419
nobody;nobody;nobody;418
drive;drive;drive;417
house;house;house;416
full;full;full;415
crazy;crazy;crazy;415
three;three;three;414
great;great;great;414
bear;bear;bear;412
honey;honey;honey;410
anything;anything;anything;407
pass;pass;pass;406
happen;happen;happen;406
dark;dark;dark;406
learn;learn;learn;401
somebody;somebody;somebody;398
reason;reason;reason;398
air;air;air;396
hot;hot;hot;392
rest;rest;rest;390
fill;fill;fill;389
throw;throw;throw;387
fight;fight;fight;386
speak;speak;speak;383
white;white;white;382
rise;rise;rise;382
reach;reach;reach;381
hour;hour;hour;381
hang;hang;hang;381
low;low;low;380
step;step;step;379
ride;ride;ride;378
mother;mother;mother;378
dead;dead;dead;376
wind;wind;wind;375
till;till;till;375
send;send;send;375
water;water;water;374
story;story;story;372
share;share;share;371
men;men;men;371
lead;lead;lead;368
laugh;laugh;laugh;368
kill;kill;kill;367
buy;buy;buy;367
forever;forever;forever;361
son;son;son;360
ring;ring;ring;359
red;red;red;358
moment;moment;moment;358
car;car;car;358
save;save;save;357
tomorrow;tomorrow;tomorrow;356
shake;shake;shake;356
hide;hide;hide;356
sad;sad;sad;355
top;top;top;354
ready;ready;ready;354
heaven;heaven;heaven;354
four;four;four;354
lyricsi;lyricsi;lyricsi;353
burn;burn;burn;353
wall;wall;wall;352
voice;voice;voice;352
land;land;land;352
lover;lover;lover;351
upon;upon;upon;348
hair;hair;hair;348
ground;ground;ground;348
dont;dont;dont;348
spend;spend;spend;347
pull;pull;pull;347
bed;bed;bed;347
past;past;past;344
pick;pick;pick;342
follow;follow;follow;340
mama;mama;mama;339
floor;floor;floor;339
wake;wake;wake;338
kid;kid;kid;338
carry;carry;carry;338
alright;alright;alright;338
thought;thought;thought;337
plan;plan;plan;337
nice;nice;nice;335
cool;cool;cool;335
win;win;win;334
party;party;party;333
wear;wear;wear;332
sign;sign;sign;332
drop;drop;drop;332
round;round;round;330
minute;minute;minute;330
fast;fast;fast;329
fun;fun;fun;328
clear;clear;clear;328
read;read;read;327
half;half;half;327
truth;truth;truth;326
felt;felt;felt;326
drink;drink;drink;326
king;king;king;325
act;act;act;325
eat;eat;eat;324
bit;bit;bit;323
im;im;im;322
become;become;become;318
near;near;near;317
moon;moon;moon;315
cut;cut;cut;315
stick;stick;stick;314
fear;fear;fear;314
different;different;different;313
summer;summer;summer;312
window;window;window;311
promise;promise;promise;311
hell;hell;hell;311
trouble;trouble;trouble;309
slow;slow;slow;309
flow;flow;flow;308
answer;answer;answer;308
yet;yet;yet;307
thank;thank;thank;307
hate;hate;hate;306
tree;tree;tree;305
number;number;number;305
whatever;whatever;whatever;303
warm;warm;warm;303
shine;shine;shine;302
memory;memory;memory;302
tight;tight;tight;301
sea;sea;sea;300
peace;peace;peace;298
second;second;second;297
straight;straight;straight;296
beautiful;beautiful;beautiful;296
worry;worry;worry;295
front;front;front;295
school;school;school;294
five;five;five;294
fade;fade;fade;294
power;power;power;293
across;across;across;293
guy;guy;guy;292
earth;earth;earth;291
piece;piece;piece;290
build;build;build;290
alive;alive;alive;290
point;point;point;289
bright;bright;bright;289
raise;raise;raise;288
living;living;living;287
blood;blood;blood;287
war;war;war;286
sight;sight;sight;286
everyone;everyone;everyone;286
damn;damn;damn;285
lip;lip;lip;284
almost;almost;almost;284
dress;dress;dress;282
small;small;small;281
hop;hop;hop;280
family;family;family;279
ago;ago;ago;279
blind;blind;blind;278
outside;outside;outside;277
father;father;father;277
goodbye;goodbye;goodbye;276
fact;fact;fact;276
bird;bird;bird;275
shoe;shoe;shoe;274
death;death;death;274
finger;finger;finger;273
ten;ten;ten;272
rather;rather;rather;272
doubt;doubt;doubt;272
uh;uh;uh;271
stone;stone;stone;271
band;band;band;270
book;book;book;269
wild;wild;wild;268
shoot;shoot;shoot;268
dog;dog;dog;268
country;country;country;268
picture;picture;picture;266
future;future;future;266
treat;treat;treat;264
already;already;already;264
bar;bar;bar;263
somewhere;somewhere;somewhere;262
smoke;smoke;smoke;262
fell;fell;fell;262
exist;exist;exist;262
sorry;sorry;sorry;261
question;question;question;261
green;green;green;261
week;week;week;260
train;train;train;260
thousand;thousand;thousand;260
case;case;case;260
poor;poor;poor;259
la;la;la;259
gun;gun;gun;259
darling;darling;darling;259
river;river;river;258
jump;jump;jump;257
knee;knee;knee;255
hundred;hundred;hundred;255
check;check;check;254
shit;shit;shit;253
sell;sell;sell;253
goin;goin;goin;253
fuck;fuck;fuck;253
waste;waste;waste;252
state;state;state;252
cloud;cloud;cloud;252
wife;wife;wife;251
knock;knock;knock;251
key;key;key;251
rich;rich;rich;250
crowd;crowd;crowd;250
cross;cross;cross;249
joy;joy;joy;248
gold;gold;gold;248
style;style;style;247
return;return;return;247
glad;glad;glad;247
count;count;count;247
short;short;short;246
kick;kick;kick;246
wine;wine;wine;245
ill;ill;ill;245
ear;ear;ear;245
business;business;business;244
whoa;whoa;whoa;243
swear;swear;swear;243
sense;sense;sense;243
quite;quite;quite;243
letter;letter;letter;243
cover;cover;cover;243
corner;corner;corner;243
sister;sister;sister;242
push;push;push;242
taste;taste;taste;241
deal;deal;deal;241
pride;pride;pride;240
mouth;mouth;mouth;240
mountain;mountain;mountain;240
control;control;control;239
search;search;search;238
pray;pray;pray;238
paper;paper;paper;238
loud;loud;loud;238
suppose;suppose;suppose;237
special;special;special;237
six;six;six;237
queen;queen;queen;237
human;human;human;237
fit;fit;fit;237
afraid;afraid;afraid;237
others;others;others;236
early;early;early;236
clean;clean;clean;236
angel;angel;angel;236
teach;teach;teach;235
space;space;space;235
wave;wave;wave;233
mile;mile;mile;233
middle;middle;middle;233
magic;magic;magic;233
rule;rule;rule;232
babe;babe;babe;232
strange;strange;strange;231
simple;simple;simple;231
mad;mad;mad;231
within;within;within;230
steal;steal;steal;230
shot;shot;shot;230
draw;draw;draw;230
bitch;bitch;bitch;230
trust;trust;trust;229
flower;flower;flower;229
everywhere;everywhere;everywhere;229
empty;empty;empty;229
track;track;track;228
tire;tire;tire;227
least;least;least;227
soft;soft;soft;226
secret;secret;secret;226
scene;scene;scene;226
dear;dear;dear;226
age;age;age;226
wide;wide;wide;225
huh;huh;huh;225
hat;hat;hat;225
ball;ball;ball;225
slip;slip;slip;224
million;million;million;224
lock;lock;lock;224
brain;brain;brain;224
single;single;single;223
record;record;record;223
less;less;less;223
bill;bill;bill;223
hill;hill;hill;222
glass;glass;glass;222
problem;problem;problem;221
order;order;order;221
funny;funny;funny;221
flame;flame;flame;221
finally;finally;finally;221
desire;desire;desire;221
beside;beside;beside;221
stuff;stuff;stuff;220
clothes;clothes;clothes;220
brown;brown;brown;220
none;none;none;219
later;later;later;218
course;course;course;218
bag;bag;bag;218
probably;probably;probably;217
perfect;perfect;perfect;217
explain;explain;explain;217
apart;apart;apart;217
yesterday;yesterday;yesterday;216
seven;seven;seven;216
belong;belong;belong;216
spirit;spirit;spirit;215
shadow;shadow;shadow;215
repeat;repeat;repeat;215
feelin;feelin;feelin;215
field;field;field;214
either;either;either;214
shoulder;shoulder;shoulder;213
seat;seat;seat;213
realize;realize;realize;213
shout;shout;shout;211
ha;ha;ha;211
force;force;force;211
cat;cat;cat;211
bone;bone;bone;211
beg;beg;beg;211
lovin;lovin;lovin;210
john;john;john;210
wheel;wheel;wheel;209
view;view;view;209
race;race;race;209
heavy;heavy;heavy;209
chain;chain;chain;209
table;table;table;208
job;job;job;208
devil;devil;devil;208
blame;blame;blame;208
person;person;person;207
pop;pop;pop;206
tie;tie;tie;205
left;left;left;205
skin;skin;skin;204
respect;respect;respect;204
pack;pack;pack;204
expect;expect;expect;204
surprise;surprise;surprise;203
phone;phone;phone;203
month;month;month;203
idea;idea;idea;203
daddy;daddy;daddy;203
proud;proud;proud;202
mark;mark;mark;202
dawn;dawn;dawn;201
whisper;whisper;whisper;200
spring;spring;spring;200
scream;scream;scream;200
notice;notice;notice;200
news;news;news;200
rap;rap;rap;199
park;park;park;199
dig;dig;dig;199
breath;breath;breath;199
sunshine;sunshine;sunshine;198
worth;worth;worth;197
mess;mess;mess;197
hall;hall;hall;197
form;form;form;197
whose;whose;whose;196
hurry;hurry;hurry;196
horse;horse;horse;196
wing;wing;wing;195
strike;strike;strike;195
safe;safe;safe;195
present;present;present;195
talkin;talkin;talkin;194
rid;rid;rid;194
note;note;note;194
join;join;join;194
anyone;anyone;anyone;194
ahead;ahead;ahead;194
shame;shame;shame;193
golden;golden;golden;193
figure;figure;figure;193
appear;appear;appear;193
price;price;price;192
folk;folk;folk;192
woo;woo;woo;191
tryin;tryin;tryin;191
mistake;mistake;mistake;191
law;law;law;191
dirty;dirty;dirty;191
company;company;company;191
climb;climb;climb;191
tune;tune;tune;190
shut;shut;shut;190
lookin;lookin;lookin;190
leg;leg;leg;190
fair;fair;fair;190
bridge;bridge;bridge;190
bet;bet;bet;190
bell;bell;bell;190
west;west;west;189
stage;stage;stage;189
silver;silver;silver;189
remain;remain;remain;189
quiet;quiet;quiet;189
instead;instead;instead;189
finish;finish;finish;189
action;action;action;189
weak;weak;weak;188
suddenly;suddenly;suddenly;188
stranger;stranger;stranger;188
spot;spot;spot;188
radio;radio;radio;188
mr.;mr.;mr.;188
double;double;double;188
comin;comin;comin;188
box;box;box;188
add;add;add;188
nose;nose;nose;187
master;master;master;187
food;food;food;187
winter;winter;winter;186
silence;silence;silence;186
shin;shin;shin;186
nowhere;nowhere;nowhere;186
couple;couple;couple;186
chorus;chorus;chorus;186
broken;broken;broken;186
brand;brand;brand;186
spread;spread;spread;185
somehow;somehow;somehow;185
sick;sick;sick;185
lift;lift;lift;185
doin;doin;doin;185
certain;certain;certain;185
quick;quick;quick;184
prove;prove;prove;184
midnight;midnight;midnight;184
faith;faith;faith;184
date;date;date;184
able;able;able;184
pour;pour;pour;183
marry;marry;marry;183
heat;heat;heat;183
dry;dry;dry;183
choose;choose;choose;183
wash;wash;wash;182
trip;trip;trip;182
lean;lean;lean;182
twice;twice;twice;181
travel;travel;travel;181
pocket;pocket;pocket;181
fix;fix;fix;181
strength;strength;strength;180
shall;shall;shall;180
nothin;nothin;nothin;180
judge;judge;judge;180
fat;fat;fat;180
evening;evening;evening;180
beyond;beyond;beyond;180
slowly;slowly;slowly;179
scar;scar;scar;179
okay;okay;okay;179
ocean;ocean;ocean;179
fresh;fresh;fresh;179
freedom;freedom;freedom;179
decide;decide;decide;179
daughter;daughter;daughter;179
breathe;breathe;breathe;179
press;press;press;178
wood;wood;wood;177
south;south;south;177
offer;offer;offer;177
happiness;happiness;happiness;177
direction;direction;direction;177
whether;whether;whether;176
doctor;doctor;doctor;176
settle;settle;settle;175
often;often;often;175
diamond;diamond;diamond;175
cup;cup;cup;175
anybody;anybody;anybody;175
storm;storm;storm;174
plain;plain;plain;174
loose;loose;loose;174
hole;hole;hole;174
hello;hello;hello;174
gettin;gettin;gettin;174
darkness;darkness;darkness;174
chase;chase;chase;174
cant;cant;cant;174
anymore;anymore;anymore;174
among;among;among;174
sir;sir;sir;173
page;page;page;173
natural;natural;natural;173
large;large;large;173
evil;evil;evil;173
club;club;club;173
bottom;bottom;bottom;173
block;block;block;173
welcome;welcome;welcome;172
heard;heard;heard;172
bottle;bottle;bottle;172
youre;youre;youre;171
smell;smell;smell;171
serve;serve;serve;171
message;message;message;171
fancy;fancy;fancy;171
store;store;store;170
chair;chair;chair;170
type;type;type;169
paint;paint;paint;169
nature;nature;nature;169
battle;battle;battle;169
situation;situation;situation;168
pleasure;pleasure;pleasure;168
nine;nine;nine;168
jesus;jesus;jesus;168
holy;holy;holy;168
enter;enter;enter;168
dollar;dollar;dollar;168
claim;claim;claim;168
tender;tender;tender;167
tall;tall;tall;167
remind;remind;remind;167
luck;luck;luck;167
joke;joke;joke;167
cast;cast;cast;167
rush;rush;rush;166
longer;longer;longer;165
indeed;indeed;indeed;165
hip;hip;hip;165
circle;circle;circle;165
bless;bless;bless;165
art;art;art;165
yellow;yellow;yellow;164
station;station;station;164
sort;sort;sort;164
ship;ship;ship;164
ice;ice;ice;164
de;de;de;164
church;church;church;164
rhyme;rhyme;rhyme;163
excuse;excuse;excuse;163
enjoy;enjoy;enjoy;163
eight;eight;eight;163
common;common;common;163
wrap;wrap;wrap;162
fail;fail;fail;162
escape;escape;escape;162
bind;bind;bind;162
american;american;american;162
thanks;thanks;thanks;161
noise;noise;noise;161
lovely;lovely;lovely;161
beauty;beauty;beauty;161
history;history;history;160
hero;hero;hero;160
ease;ease;ease;160
twenty;twenty;twenty;159
sand;sand;sand;159
pretend;pretend;pretend;159
neck;neck;neck;159
main;main;main;159
color;color;color;159
bite;bite;bite;159
allow;allow;allow;159
yo;yo;yo;158
x;x;x;158
third;third;third;158
satisfy;satisfy;satisfy;158
grave;grave;grave;158
due;due;due;158
continue;continue;continue;158
wonderful;wonderful;wonderful;157
sunday;sunday;sunday;157
suit;suit;suit;157
sorrow;sorrow;sorrow;157
sail;sail;sail;157
public;public;public;157
pas;pas;pas;157
garden;garden;garden;157
class;class;class;157
york;york;york;156
motion;motion;motion;156
lucky;lucky;lucky;156
grand;grand;grand;156
exactly;exactly;exactly;156
card;card;card;156
anyway;anyway;anyway;156
swing;swing;swing;155
snow;snow;snow;155
loving;loving;loving;155
grab;grab;grab;155
glory;glory;glory;155
charge;charge;charge;155
attention;attention;attention;155
weight;weight;weight;154
tongue;tongue;tongue;154
surely;surely;surely;154
spell;spell;spell;154
seek;seek;seek;154
ruin;ruin;ruin;154
north;north;north;154
jack;jack;jack;154
drag;drag;drag;154
disappear;disappear;disappear;154
cost;cost;cost;154
choice;choice;choice;154
sex;sex;sex;153
prayer;prayer;prayer;153
nigga;nigga;nigga;153
likei;likei;likei;153
forward;forward;forward;153
load;load;load;152
court;court;court;152
silent;silent;silent;151
nation;nation;nation;151
gate;gate;gate;151
aside;aside;aside;151
whenever;whenever;whenever;150
weather;weather;weather;150
shock;shock;shock;150
receive;receive;receive;150
crime;crime;crime;150
crack;crack;crack;150
bank;bank;bank;150
vision;vision;vision;149
trick;trick;trick;149
test;test;test;149
sin;sin;sin;149
rough;rough;rough;149
possible;possible;possible;149
perhaps;perhaps;perhaps;149
mention;mention;mention;149
hook;hook;hook;149
handle;handle;handle;149
fate;fate;fate;149
dare;dare;dare;149
bow;bow;bow;149
thats;thats;thats;148
simply;simply;simply;148
mirror;mirror;mirror;148
east;east;east;148
distance;distance;distance;148
cash;cash;cash;148
board;board;board;148
suffer;suffer;suffer;147
sink;sink;sink;147
shape;shape;shape;147
shade;shade;shade;147
pure;pure;pure;147
mercy;mercy;mercy;147
imagine;imagine;imagine;147
gather;gather;gather;147
dust;dust;dust;147
bend;bend;bend;147
season;season;season;146
release;release;release;146
path;path;path;146
movie;movie;movie;146
mmm;mmm;mmm;146
machine;machine;machine;146
list;list;list;146
fee;fee;fee;146
effect;effect;effect;146
admit;admit;admit;146
youth;youth;youth;145
survive;survive;survive;145
rhythm;rhythm;rhythm;145
murder;murder;murder;145
march;march;march;145
ho;ho;ho;145
flash;flash;flash;145
edge;edge;edge;145
agree;agree;agree;145
soldier;soldier;soldier;144
purpose;purpose;purpose;144
pair;pair;pair;144
ought;ought;ought;144
